registry_version,registry_id,source_dataset,entity_scope,sector_id,target_id,target_period_type,track_id,model_id,default_model_id,default_baseline_id,default_model_selection_basis,default_model_selection_confidence,default_model_entity_vote_count,default_model_entity_total_count,default_model_id_by_entity,default_model_id_entity_disagreements,default_model_pooled_skill_vs_baseline,default_model_pooled_skill_n,default_model_pooled_metric_status,default_model_selection_evidence_fingerprint,pit_grade,evaluation_status,candidate_headline_eligible,headline_eligibility_scope,n_total_rows,n_primary_source_rows,n_duplicate_rows,n_valid_eval_rows,n_primary_valid_eval_rows,n_primary_headline_valid_rows,n_primary_forecast_only,n_primary_no_source_coverage,n_headline_valid_rows,n_actual_available,n_forecast_only,n_no_source_coverage,n_insufficient_rows,n_imputed_rows,source_run_ids,input_run_set_status,predictor_binding_status,forecast_origin_policy,information_cutoff_policy,model_use,research_only,primary_metric,legacy_primary_metric,secondary_metrics,scaler_id,baseline_status,directional_hit_rate_min_rows,canonical_spec_doc,notes
asia_backtest_registry_v2,airline_period_kpi_backtest:FY:revenue:flat_rpk_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,FY,fiscal_year,flat_rpk_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,4.0,6.0,"Air China=flat_ask_v1(skill=0.7942,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.8324,n=8)|China Southern Airlines=flat_ask_v1(skill=0.7244,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8912,n=7)|Juneyao Airlines=flat_rpk_v1(skill=0.7987,n=8)|Spring Airlines=spring_recovery_v1(skill=0.7570,n=8)",Juneyao Airlines|Spring Airlines,0.7850195173842855,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:FY:revenue:spring_recovery_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,FY,fiscal_year,spring_recovery_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,4.0,6.0,"Air China=flat_ask_v1(skill=0.7942,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.8324,n=8)|China Southern Airlines=flat_ask_v1(skill=0.7244,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8912,n=7)|Juneyao Airlines=flat_rpk_v1(skill=0.7987,n=8)|Spring Airlines=spring_recovery_v1(skill=0.7570,n=8)",Juneyao Airlines|Spring Airlines,0.7850195173842855,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H1:attributable_profit:flat_ask_residual_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,attributable_profit,H1,half_year_non_overlapping,flat_ask_residual_v1,no_model_beats_baseline,same_period_last_year,measured_no_model_beats_baseline,diagnostic_grade_not_validated,0.0,6.0,Air China=no_model_beats_baseline|China Eastern Airlines=no_model_beats_baseline|China Southern Airlines=no_model_beats_baseline|Hainan Airlines Holdings=no_model_beats_baseline|Juneyao Airlines=no_model_beats_baseline|Spring Airlines=no_model_beats_baseline,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,native_MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H1:operating_cost:flat_ask_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,operating_cost,H1,half_year_non_overlapping,flat_ask_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,1.0,6.0,"Air China=no_model_beats_baseline|China Eastern Airlines=no_model_beats_baseline|China Southern Airlines=no_model_beats_baseline|Hainan Airlines Holdings=no_model_beats_baseline|Juneyao Airlines=no_model_beats_baseline|Spring Airlines=flat_ask_v1(skill=0.2829,n=8)",none,-0.7463819736984296,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H1:revenue:flat_ask_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,flat_ask_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,5.0,6.0,"Air China=flat_ask_v1(skill=0.8046,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.9015,n=8)|China Southern Airlines=flat_ask_v1(skill=0.7948,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8793,n=7)|Juneyao Airlines=flat_ask_v1(skill=0.7696,n=8)|Spring Airlines=spring_recovery_v1(skill=0.7811,n=8)",Spring Airlines,0.8269659045708649,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H1:revenue:flat_rpk_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,flat_rpk_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,5.0,6.0,"Air China=flat_ask_v1(skill=0.8046,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.9015,n=8)|China Southern Airlines=flat_ask_v1(skill=0.7948,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8793,n=7)|Juneyao Airlines=flat_ask_v1(skill=0.7696,n=8)|Spring Airlines=spring_recovery_v1(skill=0.7811,n=8)",Spring Airlines,0.8269659045708649,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H1:revenue:spring_recovery_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,spring_recovery_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,5.0,6.0,"Air China=flat_ask_v1(skill=0.8046,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.9015,n=8)|China Southern Airlines=flat_ask_v1(skill=0.7948,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8793,n=7)|Juneyao Airlines=flat_ask_v1(skill=0.7696,n=8)|Spring Airlines=spring_recovery_v1(skill=0.7811,n=8)",Spring Airlines,0.8269659045708649,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H2:attributable_profit:flat_ask_residual_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,attributable_profit,H2,half_year_non_overlapping,flat_ask_residual_v1,no_model_beats_baseline,same_period_last_year,measured_no_model_beats_baseline,diagnostic_grade_not_validated,0.0,6.0,Air China=no_model_beats_baseline|China Eastern Airlines=no_model_beats_baseline|China Southern Airlines=no_model_beats_baseline|Hainan Airlines Holdings=no_model_beats_baseline|Juneyao Airlines=no_model_beats_baseline|Spring Airlines=no_model_beats_baseline,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,54,54,54,0,0,54,54,0,0,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,native_MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H2:operating_cost:flat_ask_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,operating_cost,H2,half_year_non_overlapping,flat_ask_v1,no_model_beats_baseline,same_period_last_year,measured_no_model_beats_baseline,diagnostic_grade_not_validated,0.0,6.0,Air China=no_model_beats_baseline|China Eastern Airlines=no_model_beats_baseline|China Southern Airlines=no_model_beats_baseline|Hainan Airlines Holdings=no_model_beats_baseline|Juneyao Airlines=no_model_beats_baseline|Spring Airlines=no_model_beats_baseline,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,54,54,54,0,0,54,54,0,0,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H2:revenue:flat_ask_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H2,half_year_non_overlapping,flat_ask_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,4.0,6.0,"Air China=flat_ask_v1(skill=0.7700,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.7151,n=8)|China Southern Airlines=flat_ask_v1(skill=0.6349,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8118,n=8)|Juneyao Airlines=flat_rpk_v1(skill=0.6582,n=8)|Spring Airlines=spring_recovery_v1(skill=0.6309,n=8)",Juneyao Airlines|Spring Airlines,0.7139057591142867,48.0,insufficient_sample,selection_evidence-484711b93fb9451e,B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,54,54,54,0,0,54,54,0,0,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H2:revenue:flat_rpk_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H2,half_year_non_overlapping,flat_rpk_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,4.0,6.0,"Air China=flat_ask_v1(skill=0.7700,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.7151,n=8)|China Southern Airlines=flat_ask_v1(skill=0.6349,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8118,n=8)|Juneyao Airlines=flat_rpk_v1(skill=0.6582,n=8)|Spring Airlines=spring_recovery_v1(skill=0.6309,n=8)",Juneyao Airlines|Spring Airlines,0.7139057591142867,48.0,insufficient_sample,selection_evidence-484711b93fb9451e,B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,54,54,54,0,0,54,54,0,0,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:H2:revenue:spring_recovery_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H2,half_year_non_overlapping,spring_recovery_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,4.0,6.0,"Air China=flat_ask_v1(skill=0.7700,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.7151,n=8)|China Southern Airlines=flat_ask_v1(skill=0.6349,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8118,n=8)|Juneyao Airlines=flat_rpk_v1(skill=0.6582,n=8)|Spring Airlines=spring_recovery_v1(skill=0.6309,n=8)",Juneyao Airlines|Spring Airlines,0.7139057591142867,48.0,insufficient_sample,selection_evidence-484711b93fb9451e,B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,54,54,54,0,0,54,54,0,0,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,mtr_farebox_monthly_nowcast:month:monthly_sparse:mtr_prior_yield_fam_walk_forward_v1,mtr_farebox_monthly_nowcast,MTR,hk-transport,transport_operations_revenue_monthly_nowcast,month,monthly_sparse,mtr_prior_yield_fam_walk_forward_v1,mtr_physics_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,MTR=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit,current_forecast,False,candidate_pre_metric_policy,90,90,0,0,0,0,90,0,0,0,90,0,0,0,,not_applicable,not_shared_or_not_captured,row_level_source_field,row_level_source_field,monthly_nowcast_monitoring,true,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,36.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,MTR_does_not_publish_monthly_transport_operations_revenue; patronage_vintage_not_captured
asia_backtest_registry_v2,mtr_farebox_revenue_annual_backtest:FY:fiscal_year:mtr_physics_yield_v1,mtr_farebox_revenue_annual_backtest,MTR,hk-transport,transport_operations_revenue,FY,fiscal_year,mtr_physics_yield_v1,mtr_physics_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,MTR=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit,insufficient_sample,False,candidate_pre_metric_policy,26,26,0,1,1,1,0,19,1,7,0,19,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,"FY2024 segment-yield calibration is used for 2019-2024; those rows are structural checks, not strict PIT/OOS. | No official annual actual is present for this year."
asia_backtest_registry_v2,mtr_farebox_revenue_annual_backtest:FY:fiscal_year:mtr_ridge_residual_v1,mtr_farebox_revenue_annual_backtest,MTR,hk-transport,transport_operations_revenue,FY,fiscal_year,mtr_ridge_residual_v1,mtr_physics_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,MTR=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit;C_structural_replay;D_diagnostic_only,insufficient_sample,False,candidate_pre_metric_policy,26,26,0,0,0,0,0,19,0,7,0,19,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,"FY2024 segment-yield calibration is used for 2019-2024; those rows are structural checks, not strict PIT/OOS. | No official annual actual is present for this year."
asia_backtest_registry_v2,mtr_farebox_revenue_annual_backtest:H1:ytd_current:mtr_physics_yield_v1,mtr_farebox_revenue_annual_backtest,MTR,hk-transport,transport_operations_revenue,H1,ytd_current,mtr_physics_yield_v1,mtr_physics_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,MTR=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit,duplicate_source_alias,False,candidate_pre_metric_policy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,Current H1 forecast awaiting the official interim actual.
asia_backtest_registry_v2,mtr_farebox_revenue_annual_backtest:H1:ytd_current:mtr_ridge_residual_v1,mtr_farebox_revenue_annual_backtest,MTR,hk-transport,transport_operations_revenue,H1,ytd_current,mtr_ridge_residual_v1,mtr_physics_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,MTR=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit,insufficient_input_coverage,False,candidate_pre_metric_policy,1,1,0,0,0,0,1,0,0,0,1,0,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,Current H1 forecast awaiting the official interim actual.
asia_backtest_registry_v2,mtr_farebox_revenue_h1_backtest:H1:half_year_non_overlapping:mtr_physics_yield_v1,mtr_farebox_revenue_h1_backtest,MTR,hk-transport,transport_operations_revenue,H1,half_year_non_overlapping,mtr_physics_yield_v1,mtr_physics_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,MTR=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,B_practical_pit,insufficient_sample,False,candidate_pre_metric_policy,27,27,0,1,1,1,1,17,1,9,1,17,0,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,"Current H1 forecast awaiting the official interim actual. | FY2024 segment-yield calibration is used for 2017-2024; those rows are structural checks, not strict PIT/OOS. | No official H1 actual coverage in the current source contract."
asia_backtest_registry_v2,mtr_farebox_walk_forward_oos:FY:fiscal_year:mtr_prior_yield_fam_walk_forward_v1,mtr_farebox_walk_forward_oos,MTR,hk-transport,transport_operations_revenue,FY,fiscal_year,mtr_prior_yield_fam_walk_forward_v1,mtr_prior_yield_fam_walk_forward_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,1.0,1.0,"MTR=mtr_prior_yield_fam_walk_forward_v1(skill=0.6177,n=6)",none,0.6176612295561307,6.0,insufficient_sample,selection_evidence-484711b93fb9451e,B_practical_pit,insufficient_sample,False,candidate_pre_metric_policy,7,7,0,6,6,6,0,0,6,7,0,0,1,0,,not_applicable,not_shared_or_not_captured,row_level_source_field,row_level_source_field,chronological_walk_forward,true,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,chronological_training_no_future_financial_actual; patronage_vintage_not_captured | no_prior_same_period_actual_available_by_cutoff
asia_backtest_registry_v2,mtr_farebox_walk_forward_oos:H1:half_year_non_overlapping:mtr_prior_yield_fam_walk_forward_v1,mtr_farebox_walk_forward_oos,MTR,hk-transport,transport_operations_revenue,H1,half_year_non_overlapping,mtr_prior_yield_fam_walk_forward_v1,mtr_prior_yield_fam_walk_forward_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,1.0,1.0,"MTR=mtr_prior_yield_fam_walk_forward_v1(skill=0.6573,n=8)",none,0.6573321019133336,8.0,insufficient_sample,selection_evidence-484711b93fb9451e,B_practical_pit,insufficient_sample,False,candidate_pre_metric_policy,9,9,0,8,8,8,0,0,8,9,0,0,1,0,,not_applicable,not_shared_or_not_captured,row_level_source_field,row_level_source_field,chronological_walk_forward,true,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/MTR_EARNINGS_ENGINE_SPEC.md,chronological_training_no_future_financial_actual; patronage_vintage_not_captured | no_prior_same_period_actual_available_by_cutoff
asia_backtest_registry_v2,shkp_commercial_backtest:FY:hk_rental_revenue:contemporaneous,shkp_commercial_backtest,SHKP,hk-real-estate,hk_rental_revenue,FY,fiscal_year,contemporaneous,distributed_lag_rvd_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,SHKP=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,10,10,0,0,0,0,0,0,0,10,0,0,0,0,shkp-commercial-model-066f8e0d-8950-4de6-8fdf-2aee471076cb,not_captured,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/REAL_ESTATE_SHKP_FINANCIAL_MODEL.md,Short annual walk-forward rental bridge; scenario-grade and not headline eligible.
asia_backtest_registry_v2,shkp_commercial_backtest:FY:hk_rental_revenue:distributed_lag,shkp_commercial_backtest,SHKP,hk-real-estate,hk_rental_revenue,FY,fiscal_year,distributed_lag,distributed_lag_rvd_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,SHKP=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,10,10,0,0,0,0,0,0,0,10,0,0,0,0,shkp-commercial-model-066f8e0d-8950-4de6-8fdf-2aee471076cb,not_captured,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/REAL_ESTATE_SHKP_FINANCIAL_MODEL.md,Short annual walk-forward rental bridge; scenario-grade and not headline eligible.
asia_backtest_registry_v2,shkp_commercial_backtest:FY:hk_rental_revenue:naive_flat,shkp_commercial_backtest,SHKP,hk-real-estate,hk_rental_revenue,FY,fiscal_year,naive_flat,distributed_lag_rvd_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,SHKP=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,10,10,0,0,0,0,0,0,0,10,0,0,0,0,shkp-commercial-model-066f8e0d-8950-4de6-8fdf-2aee471076cb,not_captured,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/REAL_ESTATE_SHKP_FINANCIAL_MODEL.md,Short annual walk-forward rental bridge; scenario-grade and not headline eligible.
asia_backtest_registry_v2,shkp_indicative_sales_model_backtest:month:contract_activity_proxy:same_month_last_year_lb3_base,shkp_indicative_sales_model_backtest,SHKP,hk-real-estate,contract_activity_proxy,month,monthly_sparse,same_month_last_year_lb3_base,not_applicable,same_month_last_year,not_applicable,not_applicable,,,not_applicable,not_applicable,,,not_applicable,selection_evidence-484711b93fb9451e,D_diagnostic_only,diagnostic_only,False,candidate_pre_metric_policy,158,158,0,0,0,0,0,0,0,158,0,0,0,0,shkp-indicative-sales-model-ec9efc2f-0db6-4ebd-88f0-4216fb1334af,not_captured,not_shared_or_not_captured,not_captured,not_captured,rough_one_step_holdout_backtest,true,diagnostic_coverage,diagnostic_coverage,coverage_by_phase|zero_target_rate,not_applicable,not_applicable,,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT.md,Gross SRPE contract activity proxy; not recognised revenue and not a headline accuracy target.
asia_backtest_registry_v2,shkp_indicative_sales_model_backtest:month:contract_activity_proxy:same_month_last_year_lb3_high,shkp_indicative_sales_model_backtest,SHKP,hk-real-estate,contract_activity_proxy,month,monthly_sparse,same_month_last_year_lb3_high,not_applicable,same_month_last_year,not_applicable,not_applicable,,,not_applicable,not_applicable,,,not_applicable,selection_evidence-484711b93fb9451e,D_diagnostic_only,diagnostic_only,False,candidate_pre_metric_policy,158,158,0,0,0,0,0,0,0,158,0,0,0,0,shkp-indicative-sales-model-ec9efc2f-0db6-4ebd-88f0-4216fb1334af,not_captured,not_shared_or_not_captured,not_captured,not_captured,rough_one_step_holdout_backtest,true,diagnostic_coverage,diagnostic_coverage,coverage_by_phase|zero_target_rate,not_applicable,not_applicable,,docs/asia-markets/REAL_ESTATE_SRPE_DATA_QUALITY_AUDIT.md,Gross SRPE contract activity proxy; not recognised revenue and not a headline accuracy target.
