dataset_id,scope_type,entity,parent_group,scenario,forecast_horizon,driver,assumption_value,unit,observed_anchor_value,anchor_period,assumption_status,assumption_rationale,validation_kpi,invalidation_trigger,source_path,source_quality,source_as_of_date,retrieved_at,ticker
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,base,2026H2_pre_interim,ask_growth_pct,,% YoY,,pending_operator_level_data,pending_operator_level_forecast,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bull,2026H2_pre_interim,ask_growth_pct,,% YoY,,pending_operator_level_data,pending_operator_level_forecast,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bear,2026H2_pre_interim,passenger_load_factor_change_pp,,pp YoY,,pending_operator_level_data,pending_operator_level_forecast,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,base,2026H2_pre_interim,passenger_load_factor_change_pp,,pp YoY,,pending_operator_level_data,pending_operator_level_forecast,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bull,2026H2_pre_interim,passenger_load_factor_change_pp,,pp YoY,,pending_operator_level_data,pending_operator_level_forecast,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bear,FY2026_consensus_pre_interim,consensus_profit_usd_mn,,USD million,137.35184472001848,FY2026 consensus,pending_unlisted_subsidiary_consensus,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,base,FY2026_consensus_pre_interim,consensus_profit_usd_mn,,USD million,137.35184472001848,FY2026 consensus,pending_unlisted_subsidiary_consensus,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bull,FY2026_consensus_pre_interim,consensus_profit_usd_mn,,USD million,137.35184472001848,FY2026 consensus,pending_unlisted_subsidiary_consensus,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bear,FY2026_pre_interim,rask_growth_pct_vs_fy2025,,% vs FY2025,,pending_standalone_unit_economics,pending_standalone_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,base,FY2026_pre_interim,rask_growth_pct_vs_fy2025,,% vs FY2025,,pending_standalone_unit_economics,pending_standalone_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bull,FY2026_pre_interim,rask_growth_pct_vs_fy2025,,% vs FY2025,,pending_standalone_unit_economics,pending_standalone_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bear,FY2026_pre_interim,cask_growth_pct_vs_fy2025,,% vs FY2025,,pending_standalone_unit_economics,pending_standalone_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,base,FY2026_pre_interim,cask_growth_pct_vs_fy2025,,% vs FY2025,,pending_standalone_unit_economics,pending_standalone_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bull,FY2026_pre_interim,cask_growth_pct_vs_fy2025,,% vs FY2025,,pending_standalone_unit_economics,pending_standalone_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
